 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
201   | 0.1843 |  0.993 | 2.5886121 |  4.0566016 |69.2222080 | -3.00015 20.43328 64.54211 -3.82762 
202   | 0.2129 |  0.993 | 2.2257138 |  4.0288340 |68.7483804 | -3.08993 20.59810 64.65419 -3.82516 
203   | 0.1843 |  0.993 | 2.5532951 |  4.0012566 |68.2777962 | -3.01755 20.52177 64.82495 -3.84949 
204   | 0.2129 |  0.993 | 2.1953480 |  3.9738679 |67.8104331 | -3.10610 20.68434 64.93550 -3.84706 
205   | 0.1843 |  0.993 | 2.5184600 |  3.9466667 |67.3462692 | -3.03471 20.60905 65.10393 -3.87106 
206   | 0.2129 |  0.993 | 2.1653964 |  3.9196516 |66.8852825 | -3.12206 20.76941 65.21298 -3.86867 
207   | 0.1843 |  0.993 | 2.4841002 |  3.8928215 |66.4274512 | -3.05164 20.69514 65.37910 -3.89234 
208   | 0.2129 |  0.993 | 2.1358535 |  3.8661751 |65.9727538 | -3.13779 20.85331 65.48666 -3.88998 
209   | 0.1843 |  0.993 | 2.4502092 |  3.8397110 |65.5211688 | -3.06834 20.78006 65.65052 -3.91333 
210   | 0.2129 |  0.993 | 2.1067136 |  3.8134281 |65.0726750 | -3.15331 20.93607 65.75662 -3.91100 
211   | 0.1843 |  0.993 | 2.4167805 |  3.7873251 |64.6272510 | -3.08481 20.86382 65.91824 -3.93403 
212   | 0.2129 |  0.993 | 2.0779713 |  3.7614008 |64.1848761 | -3.16862 21.01770 66.02289 -3.93173 
213   | 0.1843 |  0.993 | 2.3838079 |  3.7356539 |63.7455291 | -3.10105 20.94644 66.18231 -3.95445 
214   | 0.2129 |  0.993 | 2.0496212 |  3.7100833 |63.3091896 | -3.18373 21.09822 66.28553 -3.95218 
215   | 0.1843 |  0.993 | 2.3512851 |  3.6846877 |62.8758367 | -3.11707 21.02793 66.44277 -3.97459 
216   | 0.2129 |  0.993 | 2.0216578 |  3.6594659 |62.4454502 | -3.19862 21.17764 66.54458 -3.97235 
217   | 0.1843 |  0.993 | 2.3192061 |  3.6344168 |62.0180097 | -3.13288 21.10830 66.69968 -3.99445 
218   | 0.2129 |  0.993 | 1.9940759 |  3.6095391 |61.5934950 | -3.21331 21.25597 66.80010 -3.99224 
219   | 0.1843 |  0.993 | 2.2875647 |  3.5848317 |61.1718862 | -3.14847 21.18759 66.95308 -4.01404 
220   | 0.2129 |  0.993 | 1.9668704 |  3.5602935 |60.7531632 | -3.22780 21.33324 67.05213 -4.01187 
221   | 0.1843 |  0.993 | 2.2563551 |  3.5359232 |60.3373065 | -3.16384 21.26578 67.20303 -4.03337 
222   | 0.2129 |  0.993 | 1.9400360 |  3.5117197 |59.9242962 | -3.24210 21.40945 67.30073 -4.03122 
223   | 0.1843 |  0.993 | 2.2255712 |  3.4876819 |59.5141131 | -3.17901 21.34292 67.44957 -4.05243 
224   | 0.2129 |  0.993 | 1.9135677 |  3.4638087 |59.1067376 | -3.25620 21.48462 67.54593 -4.05032 
225   | 0.1843 |  0.993 | 2.1952073 |  3.4400988 |58.7021507 | -3.19397 21.41900 67.69274 -4.07124 
226   | 0.2129 |  0.993 | 1.8874605 |  3.4165513 |58.3003332 | -3.27010 21.55877 67.78779 -4.06915 
227   | 0.1843 |  0.993 | 2.1652577 |  3.3931649 |57.9012661 | -3.20872 21.49404 67.93260 -4.08978 
228   | 0.2129 |  0.993 | 1.8617096 |  3.3699386 |57.5049306 | -3.28382 21.63191 68.02635 -4.08772 
229   | 0.1843 |  0.993 | 2.1357166 |  3.3468713 |57.1113081 | -3.22328 21.56806 68.16918 -4.10808 
230   | 0.2129 |  0.993 | 1.8363099 |  3.3239619 |56.7203799 | -3.29735 21.70404 68.26165 -4.10604 
231   | 0.1843 |  0.993 | 2.1065786 |  3.3012093 |56.3321276 | -3.23763 21.64106 68.40253 -4.12612 
232   | 0.2129 |  0.993 | 1.8112568 |  3.2786124 |55.9465329 | -3.31069 21.77520 68.49375 -4.12411 
233   | 0.1843 |  0.993 | 2.0778382 |  3.2561703 |55.5635776 | -3.25179 21.71308 68.63271 -4.14392 
234   | 0.2129 |  0.993 | 1.7865455 |  3.2338817 |55.1832437 | -3.32386 21.84538 68.72268 -4.14194 
235   | 0.1843 |  0.993 | 2.0494898 |  3.2117457 |54.8055132 | -3.26576 21.78411 68.85974 -4.16147 
236   | 0.2129 |  0.993 | 1.7621713 |  3.1897612 |54.4303682 | -3.33684 21.91460 68.94848 -4.15952 
237   | 0.1843 |  0.993 | 2.0215283 |  3.1679273 |54.0577911 | -3.27954 21.85417 69.08367 -4.17879 
238   | 0.2129 |  0.993 | 1.7381296 |  3.1462427 |53.6877643 | -3.34964 21.98288 69.17120 -4.17686 
239   | 0.1843 |  0.993 | 1.9939482 |  3.1247066 |53.3202703 | -3.29312 21.92327 69.30455 -4.19586 
240   | 0.2129 |  0.993 | 1.7144160 |  3.1033179 |52.9552919 | -3.36228 22.05023 69.39089 -4.19397 
241   | 0.1843 |  0.993 | 1.9667444 |  3.0820757 |52.5928117 | -3.30653 21.99143 69.52242 -4.21271 
242   | 0.2129 |  0.993 | 1.6910259 |  3.0609788 |52.2328127 | -3.37474 22.11666 69.60758 -4.21084 
243   | 0.1843 |  0.993 | 1.9399117 |  3.0400263 |51.8752780 | -3.31975 22.05867 69.73731 -4.22933 
244   | 0.2129 |  0.993 | 1.6679549 |  3.0192173 |51.5201905 | -3.38702 22.18219 69.82131 -4.22748 
245   | 0.1843 |  0.993 | 1.9134451 |  2.9985507 |51.1675337 | -3.33278 22.12498 69.94927 -4.24571 
246   | 0.2129 |  0.993 | 1.6451987 |  2.9780255 |50.8172907 | -3.39915 22.24681 70.03212 -4.24389 
247   | 0.1843 |  0.993 | 1.8873396 |  2.9576409 |50.4694452 | -3.34565 22.19039 70.15834 -4.26188 
248   | 0.2129 |  0.993 | 1.6227529 |  2.9373957 |50.1239808 | -3.41110 22.31056 70.24006 -4.26008 
249   | 0.1843 |  0.993 | 1.8615903 |  2.9172892 |49.7808810 | -3.35833 22.25491 70.36456 -4.27783 
250   | 0.2129 |  0.993 | 1.6006134 |  2.8973203 |49.4401297 | -3.42289 22.37344 70.44516 -4.27605 
251   | 0.1843 |  0.993 | 1.8361922 |  2.8774881 |49.1017109 | -3.37084 22.31855 70.56796 -4.29355 
252   | 0.2129 |  0.993 | 1.5787759 |  2.8577916 |48.7656086 | -3.43453 22.43546 70.64747 -4.29181 
253   | 0.1843 |  0.993 | 1.8111407 |  2.8382299 |48.4318069 | -3.38319 22.38132 70.76859 -4.30907 
254   | 0.2129 |  0.993 | 1.5572364 |  2.8188022 |48.1002901 | -3.44600 22.49664 70.84701 -4.30734 
255   | 0.1843 |  0.993 | 1.7864310 |  2.7995074 |47.7710426 | -3.39536 22.44323 70.96648 -4.32437 
256   | 0.2129 |  0.993 | 1.5359907 |  2.7803447 |47.4440487 | -3.45732 22.55697 71.04383 -4.32267 
257   | 0.1843 |  0.993 | 1.7620584 |  2.7613132 |47.1192931 | -3.40737 22.50430 71.16167 -4.33946 
258   | 0.2129 |  0.993 | 1.5150349 |  2.7424120 |46.7967605 | -3.46848 22.61649 71.23797 -4.33778 
259   | 0.1843 |  0.993 | 1.7380183 |  2.7236401 |46.4764356 | -3.41921 22.56453 71.35420 -4.35435 
260   | 0.2129 |  0.993 | 1.4943650 |  2.7049967 |46.1583034 | -3.47949 22.67520 71.42945 -4.35269 
261   | 0.1843 |  0.993 | 1.7143062 |  2.6864810 |45.8423487 | -3.43089 22.62394 71.54410 -4.36903 
262   | 0.2129 |  0.993 | 1.4739771 |  2.6680919 |45.5285568 | -3.49035 22.73310 71.61833 -4.36740 
263   | 0.1843 |  0.993 | 1.6909175 |  2.6498288 |45.2169128 | -3.44242 22.68255 71.73141 -4.38351 
264   | 0.2129 |  0.993 | 1.4538673 |  2.6316906 |44.9074021 | -3.50106 22.79021 71.80463 -4.38190 
265   | 0.1843 |  0.993 | 1.6678480 |  2.6136767 |44.6000099 | -3.45378 22.74035 71.91617 -4.39780 
266   | 0.2129 |  0.993 | 1.4340319 |  2.5957860 |44.2947218 | -3.51163 22.84655 71.98838 -4.39621 
267   | 0.1843 |  0.993 | 1.6450933 |  2.5780178 |43.9915234 | -3.46499 22.79736 72.09840 -4.41189 
268   | 0.2129 |  0.993 | 1.4144672 |  2.5603712 |43.6904005 | -3.52205 22.90211 72.16963 -4.41032 
269   | 0.1843 |  0.993 | 1.6226489 |  2.5428454 |43.3913387 | -3.47605 22.85360 72.27815 -4.42579 
270   | 0.2129 |  0.993 | 1.3951693 |  2.5254396 |43.0943240 | -3.53233 22.95692 72.34841 -4.42424 
271   | 0.1843 |  0.993 | 1.6005108 |  2.5081529 |42.7993424 | -3.48696 22.90907 72.45545 -4.43950 
272   | 0.2129 |  0.993 | 1.3761348 |  2.4909845 |42.5063799 | -3.54247 23.01098 72.52475 -4.43797 
273   | 0.1843 |  0.993 | 1.5786748 |  2.4739337 |42.2154228 | -3.49772 22.96378 72.63032 -4.45302 
274   | 0.2129 |  0.993 | 1.3573599 |  2.4569995 |41.9264573 | -3.55247 23.06430 72.69868 -4.45152 
275   | 0.1843 |  0.993 | 1.5571366 |  2.4401813 |41.6394697 | -3.50833 23.01775 72.80281 -4.46636 
276   | 0.2129 |  0.993 | 1.3388412 |  2.4234782 |41.3544466 | -3.56233 23.11690 72.87024 -4.46487 
277   | 0.1843 |  0.993 | 1.5358923 |  2.4068894 |41.0713745 | -3.51879 23.07098 72.97295 -4.47951 
278   | 0.2129 |  0.993 | 1.3205751 |  2.3904142 |40.7902400 | -3.57206 23.16877 73.03946 -4.47805 
279   | 0.1843 |  0.993 | 1.5149378 |  2.3740518 |40.5110299 | -3.52912 23.12348 73.14077 -4.49249 
280   | 0.2129 |  0.993 | 1.3025583 |  2.3578014 |40.2337310 | -3.58166 23.21994 73.20636 -4.49104 
281   | 0.1843 |  0.993 | 1.4942692 |  2.3416622 |39.9583302 | -3.53930 23.17527 73.30630 -4.50529 
282   | 0.2129 |  0.993 | 1.2847872 |  2.3256334 |39.6848146 | -3.59112 23.27041 73.37100 -4.50386 
283   | 0.1843 |  0.993 | 1.4738826 |  2.3097144 |39.4131711 | -3.54934 23.22635 73.46956 -4.51791 
284   | 0.2129 |  0.993 | 1.2672586 |  2.2939044 |39.1433871 | -3.60046 23.32020 73.53338 -4.51651 
285   | 0.1843 |  0.993 | 1.4537742 |  2.2782025 |38.8754497 | -3.55925 23.27673 73.63061 -4.53036 
286   | 0.2129 |  0.993 | 1.2499692 |  2.2626082 |38.6093464 | -3.60967 23.36930 73.69355 -4.52898 
287   | 0.1843 |  0.993 | 1.4339401 |  2.2471206 |38.3450645 | -3.56902 23.32643 73.78945 -4.54264 
288   | 0.2129 |  0.993 | 1.2329156 |  2.2317390 |38.0825917 | -3.61875 23.41773 73.85154 -4.54128 
289   | 0.1843 |  0.993 | 1.4143765 |  2.2164627 |37.8219155 | -3.57866 23.37545 73.94613 -4.55476 
290   | 0.2129 |  0.993 | 1.2160947 |  2.2012910 |37.5630236 | -3.62771 23.46551 74.00737 -4.55341 
291   | 0.1843 |  0.993 | 1.3950799 |  2.1862231 |37.3059039 | -3.58817 23.42380 74.10067 -4.56671 
292   | 0.2129 |  0.993 | 1.1995033 |  2.1712583 |37.0505442 | -3.63655 23.51263 74.16107 -4.56538 
293   | 0.1843 |  0.993 | 1.3760466 |  2.1563960 |36.7969323 | -3.59754 23.47149 74.25310 -4.57849 
294   | 0.2129 |  0.993 | 1.1831382 |  2.1416354 |36.5450565 | -3.64527 23.55911 74.31268 -4.57718 
295   | 0.1843 |  0.993 | 1.3572729 |  2.1269759 |36.2949048 | -3.60679 23.51853 74.40345 -4.59012 
296   | 0.2129 |  0.993 | 1.1669964 |  2.1124167 |36.0464653 | -3.65387 23.60495 74.46222 -4.58883 
297   | 0.1843 |  0.993 | 1.3387554 |  2.0979572 |35.7997265 | -3.61592 23.56493 74.55175 -4.60159 
298   | 0.2129 |  0.993 | 1.1510749 |  2.0835966 |35.5546765 | -3.66235 23.65017 74.60972 -4.60031 
299   | 0.1843 |  0.993 | 1.3204905 |  2.0693343 |35.3113040 | -3.62491 23.61069 74.69803 -4.61290 
300   | 0.2129 |  0.993 | 1.1353706 |  2.0551697 |35.0695973 | -3.67071 23.69477 74.75520 -4.61164 
301   | 0.1843 |  0.993 | 1.3024748 |  2.0411020 |34.8295451 | -3.63379 23.65583 74.84231 -4.62405 
302   | 0.2129 |  0.993 | 1.1198805 |  2.0271306 |34.5911361 | -3.67896 23.73876 74.89870 -4.62281 
303   | 0.1843 |  0.993 | 1.2847049 |  2.0132549 |34.3543590 | -3.64255 23.70036 74.98462 -4.63506 
304   | 0.2129 |  0.993 | 1.1046017 |  1.9994741 |34.1192026 | -3.68710 23.78216 75.04025 -4.63383 
305   | 0.1843 |  0.993 | 1.2671774 |  1.9857876 |33.8856559 | -3.65118 23.74427 75.12499 -4.64591 
306   | 0.2129 |  0.993 | 1.0895314 |  1.9721949 |33.6537079 | -3.69513 23.82496 75.17986 -4.64470 
307   | 0.1843 |  0.993 | 1.2498891 |  1.9586952 |33.4233475 | -3.65970 23.78759 75.26345 -4.65662 
308   | 0.2129 |  0.993 | 1.0746668 |  1.9452878 |33.1945639 | -3.70305 23.86717 75.31757 -4.65543 
309   | 0.1843 |  0.993 | 1.2328366 |  1.9319723 |32.9673464 | -3.66810 23.83032 75.40001 -4.66718 
310   | 0.2129 |  0.993 | 1.0600049 |  1.9187479 |32.7416841 | -3.71086 23.90881 75.45339 -4.66600 
311   | 0.1843 |  0.993 | 1.2160168 |  1.9056140 |32.5175666 | -3.67639 23.87246 75.53472 -4.67759 
312   | 0.2129 |  0.993 | 1.0455430 |  1.8925701 |32.2949831 | -3.71856 23.94989 75.58737 -4.67643 
313   | 0.1843 |  0.993 | 1.1994264 |  1.8796154 |32.0739232 | -3.68456 23.91403 75.66758 -4.68786 
314   | 0.2129 |  0.993 | 1.0312785 |  1.8667494 |31.8543765 | -3.72616 23.99040 75.71952 -4.68672 
315   | 0.1843 |  0.993 | 1.1830624 |  1.8539714 |31.6363326 | -3.69262 23.95503 75.79864 -4.69800 
316   | 0.2129 |  0.993 | 1.0172086 |  1.8412810 |31.4197812 | -3.73365 24.03036 75.84986 -4.69687 
317   | 0.1843 |  0.993 | 1.1669217 |  1.8286773 |31.2047121 | -3.70057 23.99547 75.92790 -4.70799 
318   | 0.2129 |  0.993 | 1.0033306 |  1.8161600 |30.9911151 | -3.74104 24.06977 75.97843 -4.70688 
319   | 0.1843 |  0.993 | 1.1510011 |  1.8037284 |30.7789802 | -3.70842 24.03536 76.05540 -4.71785 
320   | 0.2129 |  0.993 | 0.9896419 |  1.7913818 |30.5682974 | -3.74834 24.10865 76.10524 -4.71676 
321   | 0.1843 |  0.993 | 1.1352978 |  1.7791197 |30.3590567 | -3.71615 24.07471 76.18117 -4.72758 
322   | 0.2129 |  0.993 | 0.9761401 |  1.7669416 |30.1512483 | -3.75553 24.14700 76.23032 -4.72649 
323   | 0.1843 |  0.993 | 1.1198087 |  1.7548469 |29.9448623 | -3.72378 24.11352 76.30521 -4.73717 
324   | 0.2129 |  0.993 | 0.9628224 |  1.7428349 |29.7398891 | -3.76262 24.18482 76.35370 -4.73610 
325   | 0.1843 |  0.993 | 1.1045310 |  1.7309052 |29.5363189 | -3.73131 24.15180 76.42757 -4.74663 
326   | 0.2129 |  0.993 | 0.9496864 |  1.7190571 |29.3341421 | -3.76962 24.22213 76.47539 -4.74558 
327   | 0.1843 |  0.993 | 1.0894616 |  1.7072901 |29.1333492 | -3.73874 24.18956 76.54825 -4.75596 
328   | 0.2129 |  0.993 | 0.9367297 |  1.6956037 |28.9339308 | -3.77652 24.25893 76.59542 -4.75492 
329   | 0.1843 |  0.993 | 1.0745979 |  1.6839972 |28.7358774 | -3.74606 24.22680 76.66729 -4.76516 
330   | 0.2129 |  0.993 | 0.9239497 |  1.6724702 |28.5391797 | -3.78333 24.29522 76.71382 -4.76414 
331   | 0.1843 |  0.993 | 1.0599369 |  1.6610221 |28.3438283 | -3.75328 24.26354 76.78470 -4.77424 
332   | 0.2129 |  0.993 | 0.9113441 |  1.6496524 |28.1498142 | -3.79004 24.33102 76.83060 -4.77323 
333   | 0.1843 |  0.993 | 1.0454760 |  1.6383605 |27.9571281 | -3.76041 24.29977 76.90052 -4.78320 
334   | 0.2129 |  0.993 | 0.8989104 |  1.6271459 |27.7657609 | -3.79666 24.36634 76.94578 -4.78220 
335   | 0.1843 |  0.993 | 1.0312124 |  1.6160080 |27.5757037 | -3.76743 24.33551 77.01475 -4.79203 
336   | 0.2129 |  0.993 | 0.8866464 |  1.6049464 |27.3869473 | -3.80320 24.40117 77.05940 -4.79105 
337   | 0.1843 |  0.993 | 1.0171434 |  1.5939605 |27.1994831 | -3.77436 24.37076 77.12742 -4.80074 
338   | 0.2129 |  0.993 | 0.8745498 |  1.5830498 |27.0133020 | -3.80964 24.43552 77.17146 -4.79977 
339   | 0.1843 |  0.993 | 1.0032663 |  1.5722138 |26.8283953 | -3.78120 24.40553 77.23856 -4.80933 
340   | 0.2129 |  0.993 | 0.8626181 |  1.5614520 |26.6447544 | -3.81600 24.46941 77.28200 -4.80838 
341   | 0.1843 |  0.993 | 0.9895785 |  1.5507638 |26.4623704 | -3.78794 24.43983 77.34818 -4.81781 
342   | 0.2129 |  0.993 | 0.8508492 |  1.5401488 |26.2812349 | -3.82226 24.50283 77.39103 -4.81687 
343   | 0.1843 |  0.993 | 0.9760775 |  1.5296064 |26.1013393 | -3.79460 24.47365 77.45630 -4.82617 
344   | 0.2129 |  0.993 | 0.8392409 |  1.5191362 |25.9226750 | -3.82845 24.53580 77.49857 -4.82524 
345   | 0.1843 |  0.993 | 0.9627607 |  1.5087377 |25.7452337 | -3.80116 24.50702 77.56295 -4.83442 
346   | 0.2129 |  0.993 | 0.8277910 |  1.4984104 |25.5690070 | -3.83455 24.56832 77.60464 -4.83350 
347   | 0.1843 |  0.993 | 0.9496256 |  1.4881537 |25.3939866 | -3.80763 24.53993 77.66815 -4.84255 
348   | 0.2129 |  0.993 | 0.8164973 |  1.4779673 |25.2201642 | -3.84056 24.60040 77.70926 -4.84165 
349   | 0.1843 |  0.993 | 0.9366697 |  1.4678505 |25.0475316 | -3.81401 24.57239 77.77191 -4.85057 
350   | 0.2129 |  0.993 | 0.8053577 |  1.4578031 |24.8760807 | -3.84650 24.63203 77.81246 -4.84968 
351   | 0.1843 |  0.993 | 0.9238905 |  1.4478244 |24.7058033 | -3.82031 24.60441 77.87425 -4.85849 
352   | 0.2129 |  0.993 | 0.7943700 |  1.4379140 |24.5366916 | -3.85235 24.66324 77.91425 -4.85761 
353   | 0.1843 |  0.993 | 0.9112857 |  1.4280714 |24.3687374 | -3.82652 24.63600 77.97520 -4.86629 
354   | 0.2129 |  0.993 | 0.7835323 |  1.4182963 |24.2019328 | -3.85812 24.69402 78.01465 -4.86543 
355   | 0.1843 |  0.993 | 0.8988528 |  1.4085880 |24.0362700 | -3.83264 24.66715 78.07477 -4.87399 
356   | 0.2129 |  0.993 | 0.7728424 |  1.3989462 |23.8717412 | -3.86382 24.72438 78.11369 -4.87314 
357   | 0.1843 |  0.993 | 0.8865896 |  1.3893704 |23.7083386 | -3.83868 24.69787 78.17298 -4.88159 
358   | 0.2129 |  0.993 | 0.7622984 |  1.3798601 |23.5460545 | -3.86943 24.75433 78.21137 -4.88074 
359   | 0.1843 |  0.993 | 0.8744937 |  1.3704149 |23.3848812 | -3.84464 24.72818 78.26985 -4.88908 
360   | 0.2129 |  0.993 | 0.7518982 |  1.3610344 |23.2248112 | -3.87497 24.78386 78.30772 -4.88824 
361   | 0.1843 |  0.993 | 0.8625628 |  1.3517181 |23.0658368 | -3.85052 24.75808 78.36540 -4.89646 
362   | 0.2129 |  0.993 | 0.7416399 |  1.3424655 |22.9079507 | -3.88044 24.81300 78.40275 -4.89564 
363   | 0.1843 |  0.993 | 0.8507947 |  1.3332763 |22.7511452 | -3.85632 24.78756 78.45965 -4.90375 
364   | 0.2129 |  0.993 | 0.7315216 |  1.3241500 |22.5954131 | -3.88583 24.84174 78.49649 -4.90294 
365   | 0.1843 |  0.993 | 0.8391872 |  1.3150862 |22.4407470 | -3.86204 24.81665 78.55261 -4.91094 
366   | 0.2129 |  0.993 | 0.7215413 |  1.3060844 |22.2871396 | -3.89114 24.87008 78.58894 -4.91014 
367   | 0.1843 |  0.993 | 0.8277380 |  1.2971442 |22.1345836 | -3.86768 24.84533 78.64430 -4.91803 
368   | 0.2129 |  0.993 | 0.7116971 |  1.2882652 |21.9830719 | -3.89639 24.89804 78.68014 -4.91724 
369   | 0.1843 |  0.993 | 0.8164450 |  1.2794470 |21.8325973 | -3.87324 24.87363 78.73474 -4.92502 
370   | 0.2129 |  0.993 | 0.7019873 |  1.2706892 |21.6831527 | -3.90156 24.92561 78.77009 -4.92424 
371   | 0.1843 |  0.993 | 0.8053061 |  1.2619913 |21.5347310 | -3.87873 24.90154 78.82395 -4.93192 
372   | 0.2129 |  0.993 | 0.6924100 |  1.2533529 |21.3873253 | -3.90666 24.95282 78.85882 -4.93115 
373   | 0.1843 |  0.993 | 0.7943191 |  1.2447737 |21.2409286 | -3.88414 24.92907 78.91194 -4.93872 
374   | 0.2129 |  0.993 | 0.6829633 |  1.2362532 |21.0955339 | -3.91169 24.97964 78.94633 -4.93797 
375   | 0.1843 |  0.993 | 0.7834821 |  1.2277910 |20.9511345 | -3.88948 24.95622 78.99873 -4.94543 
376   | 0.2129 |  0.993 | 0.6736455 |  1.2193868 |20.8077235 | -3.91665 25.00611 79.03265 -4.94469 
377   | 0.1843 |  0.993 | 0.7727929 |  1.2110400 |20.6652942 | -3.89475 24.98300 79.08433 -4.95205 
378   | 0.2129 |  0.993 | 0.6644548 |  1.2027504 |20.5238398 | -3.92155 25.03221 79.11780 -4.95132 
379   | 0.1843 |  0.993 | 0.7622495 |  1.1945176 |20.3833536 | -3.89994 25.00942 79.16877 -4.95858 
380   | 0.2129 |  0.993 | 0.6553895 |  1.1863411 |20.2438291 | -3.92638 25.05796 79.20178 -4.95786 
381   | 0.1843 |  0.993 | 0.7518500 |  1.1782205 |20.1052597 | -3.90507 25.03548 79.25206 -4.96502 
382   | 0.2129 |  0.993 | 0.6464479 |  1.1701556 |19.9676387 | -3.93114 25.08335 79.28461 -4.96431 
383   | 0.1843 |  0.993 | 0.7415924 |  1.1621459 |19.8309598 | -3.91012 25.06118 79.33421 -4.97137 
384   | 0.2129 |  0.993 | 0.6376283 |  1.1541909 |19.6952164 | -3.93584 25.10840 79.36632 -4.97067 
385   | 0.1843 |  0.993 | 0.7314747 |  1.1462905 |19.5604022 | -3.91510 25.08653 79.41524 -4.97764 
386   | 0.2129 |  0.993 | 0.6289290 |  1.1384441 |19.4265108 | -3.94047 25.13311 79.44691 -4.97694 
387   | 0.1843 |  0.993 | 0.7214950 |  1.1306514 |19.2935359 | -3.92002 25.11154 79.49516 -4.98382 
388   | 0.2129 |  0.993 | 0.6203484 |  1.1229121 |19.1614712 | -3.94504 25.15748 79.52640 -4.98313 
389   | 0.1843 |  0.993 | 0.7116515 |  1.1152257 |19.0303105 | -3.92487 25.13620 79.57399 -4.98991 
390   | 0.2129 |  0.993 | 0.6118849 |  1.1075920 |18.9000476 | -3.94955 25.18151 79.60481 -4.98924 
391   | 0.1843 |  0.993 | 0.7019423 |  1.1000105 |18.7706764 | -3.92965 25.16053 79.65175 -4.99593 
392   | 0.2129 |  0.993 | 0.6035368 |  1.0924809 |18.6421907 | -3.95400 25.20522 79.68214 -4.99526 
393   | 0.1843 |  0.993 | 0.6923656 |  1.0850028 |18.5145845 | -3.93437 25.18452 79.72845 -5.00186 
394   | 0.2129 |  0.993 | 0.5953027 |  1.0775760 |18.3878517 | -3.95838 25.22861 79.75843 -5.00120 
395   | 0.1843 |  0.993 | 0.6829195 |  1.0701999 |18.2619864 | -3.93903 25.20819 79.80410 -5.00771 
396   | 0.2129 |  0.993 | 0.5871809 |  1.0628744 |18.1369827 | -3.96271 25.25167 79.83367 -5.00706 
397   | 0.1843 |  0.993 | 0.6736023 |  1.0555990 |18.0128347 | -3.94362 25.23154 79.87871 -5.01348 
398   | 0.2129 |  0.993 | 0.5791698 |  1.0483734 |17.8895364 | -3.96698 25.27443 79.90788 -5.01283 
399   | 0.1843 |  0.993 | 0.6644123 |  1.0411973 |17.7670821 | -3.94814 25.25456 79.95231 -5.01917 
400   | 0.2129 |  0.993 | 0.5712681 |  1.0340702 |17.6454661 | -3.97119 25.29687 79.98108 -5.01853 
401   | 0.1843 |  0.993 | 0.6553475 |  1.0269920 |17.5246825 | -3.95261 25.27728 80.02491 -5.02478 
402   | 0.2129 |  0.993 | 0.5634742 |  1.0199622 |17.4047256 | -3.97534 25.31900 80.05329 -5.02416 
403   | 0.1843 |  0.993 | 0.6464065 |  1.0129806 |17.2855899 | -3.95702 25.29968 80.09652 -5.03032 
404   | 0.2129 |  0.993 | 0.5557866 |  1.0060467 |17.1672696 | -3.97943 25.34084 80.12451 -5.02970 
405   | 0.1843 |  0.993 | 0.6375875 |  0.9991603 |17.0497593 | -3.96136 25.32178 80.16714 -5.03578 
406   | 0.2129 |  0.993 | 0.5482039 |  0.9923210 |16.9330533 | -3.98347 25.36237 80.19475 -5.03517 
407   | 0.1843 |  0.993 | 0.6288887 |  0.9855285 |16.8171462 | -3.96565 25.34357 80.23681 -5.04116 
408   | 0.2129 |  0.993 | 0.5407247 |  0.9787826 |16.7020324 | -3.98746 25.38361 80.26404 -5.04057 
409   | 0.1843 |  0.993 | 0.6203087 |  0.9720828 |16.5877066 | -3.96987 25.36507 80.30552 -5.04648 
410   | 0.2129 |  0.993 | 0.5333474 |  0.9654289 |16.4741634 | -3.99139 25.40457 80.33238 -5.04589 
411   | 0.1843 |  0.993 | 0.6118457 |  0.9588205 |16.3613974 | -3.97404 25.38627 80.37330 -5.05172 
412   | 0.2129 |  0.993 | 0.5260709 |  0.9522573 |16.2494033 | -3.99526 25.42523 80.39979 -5.05114 
413   | 0.1843 |  0.993 | 0.6034982 |  0.9457391 |16.1381757 | -3.97815 25.40719 80.44015 -5.05689 
414   | 0.2129 |  0.993 | 0.5188936 |  0.9392655 |16.0277095 | -3.99908 25.44562 80.46628 -5.05631 
415   | 0.1843 |  0.993 | 0.5952645 |  0.9328362 |15.9179995 | -3.98221 25.42782 80.50609 -5.06199 
416   | 0.2129 |  0.993 | 0.5118142 |  0.9264509 |15.8090405 | -4.00286 25.46572 80.53187 -5.06142 
417   | 0.1843 |  0.993 | 0.5871432 |  0.9201093 |15.7008272 | -3.98621 25.44817 80.57113 -5.06701 
418   | 0.2129 |  0.993 | 0.5048315 |  0.9138112 |15.5933547 | -4.00658 25.48555 80.59656 -5.06646 
419   | 0.1843 |  0.993 | 0.5791327 |  0.9075561 |15.4866178 | -3.99016 25.46824 80.63529 -5.07197 
420   | 0.2129 |  0.993 | 0.4979439 |  0.9013439 |15.3806116 | -4.01024 25.50512 80.66036 -5.07142 
421   | 0.1843 |  0.993 | 0.5712315 |  0.8951742 |15.2753310 | -3.99405 25.48804 80.69857 -5.07687 
